126
bb02,1,22140.38, 29.10, -14669.30, -0.56, 0.00, 0.83
bb04,1,22137.80, 28.80, -14663.87, 0.00, 0.00, 0.00
bb02,1,22160.04, 28.80, -14668.92, 0.99, 0.00, 0.17
bb02,1,22172.27, 28.80, -14668.95, 0.91, 0.00, -0.42
bb02,1,22182.44, 28.68, -14674.37, -0.89, 0.00, 0.45
bb02,1,22192.82, 28.50, -14678.77, -0.96, 0.00, 0.27
bb04,1,22166.41, 28.80, -14667.38, 0.00, 0.00, 0.00
bb05,1,22293.51, 21.60, -14545.49, -0.60, 0.00, -0.80
bb05,1,22293.16, 31.50, -14545.65, 0.64, 0.00, 0.76
bb02,1,22269.93, 31.20, -14526.38, -0.78, 0.00, 0.62
bb02,1,22261.08, 35.48, -14522.22, -0.96, 0.00, 0.27
bb02,1,22300.71, 20.50, -14560.73, 0.72, 0.00, 0.70
bb05,1,22296.11, 29.00, -14582.50, -0.96, 0.00, 0.27
bb02,1,22291.02, 28.80, -14611.47, -0.30, 0.00, 0.96
bb01,1,22289.53, 32.10, -14621.29, 0.78, 0.00, 0.62
bb05,1,22276.20, 27.30, -14664.10, -0.48, 0.00, 0.88
bb04,1,22277.86, 29.10, -14661.34, -0.56, 0.00, 0.83
bb02,1,22248.49, 27.60, -14678.25, -0.91, 0.00, -0.42
bb02,1,22238.26, 28.50, -14682.13, 0.96, 0.00, 0.27
µ¥½ºÀ®,2,0,22253.63, 25.20, -14599.51, -1.00, 0.00, 0.03
